1696237915141:g0x;g0y;g0z;a0y;a0p;a0r:g1x;g1y;g1z;a1y;a1p;a1r:g2x;g2y;g2z;a2y;a2p;a2r:g3x;g3y;g3z;a3y;a3p;a3r:g4x;g4y;g4z;a4y;a4p;a4r:g5x;g5y;g5z;a5y;a5p;a5r
43977:-212.00;-34.00;-304.00;0.81;0.97;0.13:276.00;-92.00;62.00;0.24;-0.32;0.83:198.00;36.00;146.00;0.17;-0.43;0.62:219.00;83.00;110.00;0.34;-0.42;0.65:239.00;-20.00;-13.00;0.04;-0.56;0.46:-116.00;43.00;-175.00;-0.01;0.11;0.38:
44007:-281.00;83.00;-164.00;0.79;0.96;0.12:-150.00;-41.00;0.00;0.24;-0.32;0.83:-240.00;32.00;188.00;0.17;-0.43;0.63:-203.00;138.00;287.00;0.34;-0.42;0.66:-160.00;-46.00;119.00;0.05;-0.56;0.48:-11.00;41.00;-129.00;-0.02;0.11;0.39:
44037:-202.00;149.00;22.00;0.78;0.96;0.12:-254.00;356.00;140.00;0.24;-0.32;0.83:-397.00;516.00;434.00;0.18;-0.44;0.64:-329.00;593.00;434.00;0.35;-0.43;0.67:-274.00;324.00;300.00;0.05;-0.57;0.48:65.00;-154.00;98.00;-0.02;0.11;0.39:
44067:248.00;143.00;12.00;0.77;0.96;0.10:-162.00;542.00;-16.00;0.24;-0.32;0.83:-301.00;598.00;233.00;0.18;-0.44;0.64:-193.00;622.00;214.00;0.36;-0.43;0.67:-203.00;379.00;211.00;0.06;-0.57;0.48:-64.00;-213.00;170.00;-0.02;0.11;0.40:
44097:328.00;220.00;-43.00;0.75;0.96;0.07:53.00;152.00;-286.00;0.24;-0.32;0.84:-5.00;257.00;-29.00;0.19;-0.45;0.64:120.00;294.00;-5.00;0.37;-0.44;0.67:118.00;167.00;-31.00;0.07;-0.57;0.48:-196.00;-145.00;-47.00;-0.02;0.11;0.42:
44127:-296.00;358.00;-121.00;0.72;0.95;0.05:33.00;-174.00;-101.00;0.25;-0.33;0.84:25.00;-126.00;8.00;0.20;-0.45;0.65:116.00;-115.00;-4.00;0.39;-0.45;0.68:215.00;-243.00;-186.00;0.09;-0.58;0.48:-190.00;89.00;-231.00;-0.03;0.11;0.43:
44157:-427.00;233.00;-82.00;0.71;0.94;0.03:-98.00;-231.00;-37.00;0.26;-0.34;0.85:-136.00;-95.00;138.00;0.21;-0.46;0.65:0.00;81.00;186.00;0.41;-0.47;0.69:-23.00;-73.00;1.00;0.11;-0.59;0.49:-16.00;49.00;-201.00;-0.03;0.12;0.44:
44187:-358.00;123.00;-39.00;0.70;0.93;0.01:-60.00;36.00;136.00;0.27;-0.34;0.85:-165.00;203.00;332.00;0.22;-0.47;0.66:1.00;413.00;344.00;0.42;-0.47;0.69:-101.00;117.00;135.00;0.12;-0.60;0.49:75.00;28.00;-105.00;-0.03;0.12;0.45:
44217:-207.00;142.00;-4.00;0.70;0.93;-0.01:-291.00;83.00;-177.00;0.27;-0.35;0.85:-421.00;120.00;5.00;0.23;-0.48;0.66:-252.00;236.00;30.00;0.44;-0.49;0.69:-305.00;-57.00;-28.00;0.14;-0.60;0.50:21.00;-24.00;-21.00;-0.03;0.12;0.46:
44247:-47.00;353.00;160.00;0.69;0.92;-0.03:-226.00;55.00;-255.00;0.28;-0.35;0.85:-353.00;212.00;-9.00;0.24;-0.48;0.66:-147.00;449.00;91.00;0.46;-0.49;0.70:-221.00;267.00;141.00;0.16;-0.61;0.50:87.00;-159.00;-60.00;-0.03;0.13;0.47:
44277:-224.00;278.00;-152.00;0.68;0.92;-0.06:-108.00;-3.00;-171.00;0.29;-0.35;0.86:-181.00;133.00;13.00;0.26;-0.49;0.67:61.00;359.00;3.00;0.48;-0.50;0.70:-132.00;66.00;-118.00;0.18;-0.61;0.50:92.00;-69.00;-218.00;-0.02;0.12;0.48:
44307:-627.00;183.00;-301.00;0.68;0.91;-0.09:32.00;-305.00;-88.00;0.30;-0.35;0.86:-11.00;-119.00;42.00;0.27;-0.48;0.67:226.00;193.00;97.00;0.49;-0.50;0.70:49.00;-121.00;-172.00;0.20;-0.60;0.51:-4.00;-19.00;-380.00;-0.02;0.12;0.49:
44337:-606.00;84.00;-339.00;0.68;0.92;-0.11:84.00;-259.00;-19.00;0.30;-0.35;0.86:47.00;-86.00;96.00;0.27;-0.48;0.67:308.00;173.00;48.00;0.50;-0.50;0.71:181.00;-95.00;-146.00;0.22;-0.60;0.51:-105.00;25.00;-295.00;-0.01;0.12;0.50:
44367:-250.00;72.00;-137.00;0.68;0.92;-0.12:97.00;-280.00;-179.00;0.30;-0.34;0.86:53.00;-130.00;-60.00;0.28;-0.48;0.67:294.00;121.00;-54.00;0.51;-0.50;0.71:161.00;-171.00;-177.00;0.23;-0.60;0.52:-147.00;21.00;-214.00;-0.01;0.11;0.50:
44408:-81.00;0.00;-116.00;0.68;0.91;-0.14:130.00;12.00;90.00;0.31;-0.34;0.86:59.00;183.00;249.00;0.29;-0.48;0.68:348.00;503.00;214.00;0.53;-0.50;0.71:122.00;182.00;170.00;0.26;-0.60;0.53:-101.00;24.00;-170.00;0.00;0.11;0.52:
44438:-186.00;-85.00;-192.00;0.68;0.91;-0.16:118.00;-162.00;111.00;0.31;-0.34;0.86:73.00;-66.00;225.00;0.30;-0.48;0.68:391.00;190.00;111.00;0.54;-0.50;0.72:204.00;-216.00;-64.00;0.27;-0.60;0.53:-173.00;213.00;-344.00;0.00;0.11;0.52:
44467:-463.00;-194.00;-301.00;0.68;0.90;-0.18:254.00;-581.00;54.00;0.32;-0.34;0.86:285.00;-374.00;138.00;0.31;-0.48;0.68:623.00;1.00;101.00;0.55;-0.50;0.72:434.00;-271.00;-106.00;0.28;-0.60;0.54:-180.00;218.00;-470.00;0.01;0.11;0.53:
44498:-574.00;-230.00;-403.00;0.68;0.90;-0.18:252.00;-429.00;92.00;0.32;-0.34;0.86:166.00;-176.00;183.00;0.31;-0.48;0.68:436.00;198.00;136.00;0.56;-0.51;0.73:243.00;-134.00;-1.00;0.29;-0.60;0.55:-153.00;100.00;-252.00;0.01;0.11;0.53:
44528:-8.00;-24.00;-95.00;0.68;0.90;-0.18:-52.00;34.00;-18.00;0.33;-0.34;0.87:-170.00;207.00;157.00;0.32;-0.49;0.69:163.00;561.00;140.00;0.56;-0.51;0.73:-51.00;123.00;86.00;0.31;-0.60;0.55:-108.00;-26.00;13.00;0.01;0.12;0.53:
44558:105.00;96.00;-38.00;0.68;0.90;-0.19:1.00;381.00;136.00;0.33;-0.34;0.87:-105.00;513.00;288.00;0.32;-0.49;0.69:257.00;846.00;155.00;0.57;-0.51;0.74:4.00;313.00;37.00;0.32;-0.61;0.56:-94.00;-167.00;15.00;0.01;0.12;0.54:
44588:-17.00;128.00;-163.00;0.68;0.89;-0.19:168.00;251.00;26.00;0.33;-0.35;0.87:47.00;401.00;175.00;0.33;-0.49;0.69:379.00;739.00;78.00;0.58;-0.52;0.73:129.00;305.00;38.00;0.33;-0.61;0.56:-156.00;-134.00;-60.00;0.01;0.12;0.54:
44618:-54.00;60.00;-231.00;0.68;0.89;-0.20:159.00;86.00;-9.00;0.34;-0.35;0.87:54.00;241.00;145.00;0.34;-0.50;0.69:396.00;601.00;64.00;0.59;-0.52;0.73:153.00;210.00;65.00;0.34;-0.61;0.56:-152.00;-18.00;-150.00;0.01;0.12;0.55:
44648:-125.00;-19.00;-203.00;0.67;0.88;-0.21:110.00;-55.00;-39.00;0.34;-0.35;0.86:24.00;83.00;97.00;0.34;-0.50;0.69:371.00;463.00;35.00;0.60;-0.53;0.73:113.00;30.00;-16.00;0.35;-0.61;0.56:-131.00;53.00;-216.00;0.01;0.13;0.55:
44678:-284.00;-3.00;-164.00;0.66;0.87;-0.22:47.00;-97.00;7.00;0.35;-0.36;0.86:-40.00;60.00;173.00;0.35;-0.51;0.68:315.00;487.00;131.00;0.61;-0.53;0.73:58.00;27.00;39.00;0.35;-0.62;0.56:-37.00;73.00;-257.00;0.01;0.13;0.56:
44708:-371.00;-28.00;-179.00;0.66;0.87;-0.22:3.00;-117.00;12.00;0.35;-0.36;0.86:-76.00;51.00;166.00;0.35;-0.51;0.68:303.00;479.00;123.00;0.62;-0.53;0.72:82.00;29.00;30.00;0.36;-0.62;0.56:-47.00;70.00;-263.00;0.01;0.13;0.56:
44738:-317.00;-61.00;-202.00;0.66;0.87;-0.23:95.00;-212.00;-48.00;0.36;-0.36;0.85:42.00;-62.00;78.00;0.35;-0.51;0.68:405.00;327.00;14.00;0.62;-0.54;0.72:191.00;-69.00;-53.00;0.36;-0.62;0.56:-167.00;124.00;-277.00;0.01;0.14;0.57:
44768:-299.00;-34.00;-220.00;0.66;0.86;-0.23:94.00;-221.00;-59.00;0.36;-0.37;0.85:10.00;-29.00;76.00;0.36;-0.52;0.67:346.00;437.00;66.00;0.62;-0.54;0.72:92.00;60.00;37.00;0.37;-0.63;0.56:-91.00;53.00;-208.00;0.01;0.14;0.57:
44798:-177.00;31.00;-151.00;0.66;0.86;-0.23:-29.00;31.00;-63.00;0.36;-0.37;0.85:-139.00;187.00;95.00;0.36;-0.52;0.67:228.00;616.00;69.00;0.63;-0.54;0.72:-26.00;143.00;17.00;0.37;-0.63;0.56:-52.00;0.00;-145.00;0.01;0.14;0.57:
44828:-175.00;26.00;-107.00;0.66;0.86;-0.23:8.00;0.00;-60.00;0.36;-0.37;0.85:-85.00;138.00;74.00;0.36;-0.52;0.67:272.00;527.00;28.00;0.63;-0.54;0.71:31.00;47.00;-75.00;0.37;-0.63;0.55:-72.00;14.00;-184.00;0.01;0.14;0.57:
44858:-269.00;1.00;-199.00;0.66;0.85;-0.23:62.00;-124.00;-100.00;0.37;-0.37;0.85:-40.00;40.00;44.00;0.36;-0.52;0.67:305.00;466.00;31.00;0.64;-0.55;0.71:45.00;22.00;-59.00;0.38;-0.63;0.55:-62.00;49.00;-255.00;0.01;0.15;0.57:
44888:-296.00;-11.00;-193.00;0.66;0.85;-0.23:13.00;-88.00;-52.00;0.37;-0.37;0.85:-97.00;76.00;74.00;0.37;-0.52;0.67:247.00;498.00;49.00;0.64;-0.55;0.71:-3.00;63.00;-12.00;0.38;-0.63;0.55:-55.00;32.00;-187.00;0.01;0.15;0.57:
44928:-165.00;40.00;-59.00;0.66;0.85;-0.23:-5750.00;-4328.00;32071.00;-2.81;-0.44;-0.59:-118.00;40.00;85.00;0.37;-0.53;0.67:239.00;420.00;57.00;0.64;-0.55;0.71:46.00;-28.00;-28.00;0.38;-0.64;0.55:-43.00;114.00;-253.00;0.01;0.15;0.57:
44968:-441.00;-3.00;-138.00;0.66;0.85;-0.23:-19861.00;25914.00;27789.00;-3.14;-0.00;0.00:-149.00;-119.00;44.00;0.37;-0.53;0.67:187.00;311.00;47.00;0.64;-0.55;0.71:-2.00;-94.00;-23.00;0.38;-0.64;0.55:1.00;118.00;-303.00;0.01;0.15;0.57:
45008:-376.00;41.00;-100.00;0.67;0.85;-0.23:-96.00;-47.00;-72.00;0.38;-0.38;0.85:-199.00;91.00;93.00;0.37;-0.53;0.67:151.00;510.00;68.00;0.65;-0.55;0.71:-65.00;58.00;5.00;0.39;-0.64;0.55:-35.00;65.00;-122.00;0.01;0.15;0.57:
45048:-133.00;22.00;-93.00;0.67;0.85;-0.22:-49.00;-33.00;-4.00;0.38;-0.37;0.85:-152.00;74.00;137.00;0.38;-0.52;0.67:195.00;427.00;90.00;0.65;-0.55;0.71:20.00;-40.00;-8.00;0.39;-0.64;0.55:-80.00;191.00;-176.00;0.02;0.15;0.56:
45088:-347.00;13.00;-97.00;0.69;0.86;-0.22:-35.00;-189.00;-29.00;0.38;-0.37;0.85:-96.00;-61.00;86.00;0.38;-0.52;0.67:231.00;372.00;83.00;0.65;-0.54;0.72:18.00;38.00;59.00;0.39;-0.64;0.56:-43.00;231.00;-79.00;0.02;0.15;0.56:
45128:-151.00;-13.00;-28.00;0.70;0.86;-0.20:-149.00;202.00;115.00;0.38;-0.37;0.85:-298.00;310.00;300.00;0.38;-0.52;0.68:-14.00;689.00;217.00;0.65;-0.54;0.73:-306.00;176.00;163.00;0.39;-0.64;0.57:119.00;211.00;79.00;0.03;0.15;0.54:
45168:-297.00;143.00;32.00;0.73;0.87;-0.19:-413.00;146.00;-93.00;0.38;-0.36;0.85:-593.00;287.00;242.00;0.38;-0.52;0.69:-284.00;734.00;348.00;0.64;-0.53;0.73:-504.00;137.00;307.00;0.39;-0.63;0.58:85.00;174.00;44.00;0.05;0.14;0.53:
45208:-304.00;192.00;-61.00;0.76;0.90;-0.18:-495.00;81.00;-67.00;0.37;-0.34;0.84:-600.00;26.00;80.00;0.38;-0.50;0.68:-328.00;227.00;27.00;0.63;-0.51;0.73:-333.00;-311.00;-43.00;0.40;-0.61;0.59:25.00;322.00;-35.00;0.07;0.13;0.52:
45248:-381.00;257.00;13.00;0.81;0.92;-0.17:-369.00;-352.00;-700.00;0.37;-0.32;0.84:-453.00;-219.00;-424.00;0.38;-0.48;0.69:-201.00;147.00;-224.00;0.63;-0.49;0.75:-220.00;-22.00;-31.00;0.40;-0.60;0.62:40.00;226.00;-104.00;0.10;0.12;0.50:
45288:-288.00;188.00;0.00;0.86;0.96;-0.15:-88.00;12.00;-188.00;0.36;-0.29;0.85:-289.00;262.00;46.00;0.37;-0.44;0.70:-132.00;729.00;167.00;0.61;-0.45;0.77:-255.00;405.00;238.00;0.40;-0.57;0.64:62.00;-49.00;-5.00;0.13;0.10;0.48:
45328:100.00;-19.00;-136.00;0.92;0.99;-0.14:-163.00;548.00;302.00;0.35;-0.25;0.86:-342.00;576.00;454.00;0.37;-0.41;0.71:-218.00;622.00;186.00;0.59;-0.41;0.77:-225.00;137.00;231.00;0.40;-0.54;0.64:-85.00;289.00;-109.00;0.16;0.08;0.46:
45368:-287.00;139.00;348.00;0.97;1.02;-0.13:-230.00;-438.00;222.00;0.34;-0.22;0.85:-230.00;-307.00;337.00;0.37;-0.38;0.71:-23.00;50.00;264.00;0.58;-0.37;0.76:-26.00;-86.00;234.00;0.39;-0.51;0.65:135.00;751.00;-251.00;0.20;0.07;0.44:
45408:-545.00;-732.00;-416.00;1.04;1.06;-0.11:225.00;-588.00;108.00;0.33;-0.18;0.85:209.00;-501.00;2.00;0.35;-0.33;0.72:140.00;-418.00;-309.00;0.55;-0.32;0.78:68.00;-467.00;-181.00;0.37;-0.47;0.67:-59.00;663.00;-184.00;0.23;0.04;0.41:
45448:-53.00;-275.00;85.00;1.11;1.11;-0.05:86.00;-333.00;-21.00;0.31;-0.14;0.87:-33.00;4.00;240.00;0.33;-0.30;0.75:-81.00;438.00;363.00;0.51;-0.27;0.81:-109.00;117.00;178.00;0.36;-0.44;0.71:58.00;116.00;-454.00;0.26;0.02;0.37:
45488:-317.00;-508.00;-324.00;1.17;1.15;0.00:447.00;71.00;815.00;0.28;-0.10;0.88:499.00;370.00;773.00;0.30;-0.25;0.75:425.00;465.00;267.00;0.46;-0.21;0.80:598.00;160.00;6.00;0.33;-0.39;0.72:-17.00;263.00;-673.00;0.28;-0.01;0.34:
45528:-743.00;-490.00;-651.00;1.24;1.19;0.07:53.00;-305.00;-392.00;0.25;-0.05;0.86:-58.00;-157.00;-300.00;0.27;-0.21;0.74:-525.00;-136.00;-369.00;0.40;-0.15;0.80:-184.00;-92.00;-61.00;0.29;-0.35;0.73:-48.00;194.00;-125.00;0.30;-0.04;0.31:
45568:167.00;-117.00;-32.00;1.30;1.23;0.15:-164.00;313.00;-45.00;0.23;-0.01;0.87:-286.00;555.00;218.00;0.24;-0.17;0.75:-657.00;565.00;-3.00;0.35;-0.09;0.81:-271.00;433.00;77.00;0.26;-0.31;0.75:78.00;16.00;142.00;0.31;-0.06;0.28:
45608:272.00;-1.00;239.00;1.35;1.26;0.23:54.00;344.00;394.00;0.20;0.03;0.87:62.00;287.00;197.00;0.21;-0.13;0.75:-525.00;194.00;-79.00;0.30;-0.05;0.81:-49.00;-94.00;-223.00;0.23;-0.27;0.77:19.00;127.00;-201.00;0.32;-0.08;0.26:
45648:-348.00;80.00;14.00;1.39;1.28;0.32:-618.00;108.00;-331.00;0.18;0.05;0.87:-674.00;23.00;-284.00;0.19;-0.11;0.75:-1283.00;-183.00;-387.00;0.26;-0.02;0.82:-439.00;-240.00;-173.00;0.21;-0.25;0.79:148.00;110.00;-306.00;0.32;-0.10;0.24:
45688:-398.00;50.00;-29.00;1.44;1.30;0.40:-123.00;-292.00;-424.00;0.16;0.08;0.87:-32.00;-176.00;-367.00;0.17;-0.08;0.77:-639.00;-168.00;-406.00;0.23;0.02;0.84:173.00;-228.00;-522.00;0.19;-0.22;0.81:27.00;-21.00;-471.00;0.33;-0.12;0.21:
45728:-582.00;73.00;-394.00;1.48;1.32;0.51:42.00;-226.00;-587.00;0.14;0.11;0.88:25.00;-121.00;-540.00;0.15;-0.06;0.78:-775.00;-187.00;-560.00;0.19;0.05;0.86:128.00;-223.00;-542.00;0.17;-0.19;0.83:-83.00;-162.00;-418.00;0.33;-0.15;0.19:
45768:-273.00;250.00;-116.00;1.52;1.33;0.64:-48.00;247.00;-256.00;0.12;0.13;0.90:-18.00;440.00;9.00;0.14;-0.04;0.80:-670.00;406.00;-93.00;0.17;0.06;0.88:128.00;191.00;-240.00;0.16;-0.18;0.85:-179.00;-337.00;-177.00;0.33;-0.15;0.17:
45808:175.00;48.00;-139.00;1.54;1.33;0.69:259.00;569.00;277.00;0.11;0.14;0.91:174.00;697.00;354.00;0.13;-0.04;0.81:-543.00;587.00;103.00;0.17;0.07;0.88:195.00;309.00;-100.00;0.16;-0.18;0.86:-151.00;-166.00;-118.00;0.33;-0.16;0.17:
45848:-241.00;125.00;-328.00;1.54;1.33;0.69:55.00;-149.00;-266.00;0.11;0.14;0.91:67.00;-92.00;-218.00;0.13;-0.04;0.81:-727.00;-120.00;-288.00;0.16;0.06;0.89:58.00;-119.00;-289.00;0.15;-0.18;0.87:17.00;188.00;-89.00;0.32;-0.15;0.16:
45889:-407.00;33.00;-321.00;1.55;1.33;0.75:-21.00;-189.00;-125.00;0.10;0.14;0.92:-54.00;84.00;92.00;0.12;-0.03;0.83:-788.00;284.00;147.00;0.14;0.08;0.90:-86.00;361.00;171.00;0.14;-0.17;0.88:266.00;323.00;-31.00;0.31;-0.16;0.15:
45928:-279.00;-139.00;154.00;1.57;1.33;0.82:-418.00;-220.00;254.00;0.08;0.15;0.93:-355.00;-335.00;136.00;0.10;-0.02;0.84:-1210.00;-407.00;31.00;0.11;0.09;0.91:-347.00;-629.00;-114.00;0.12;-0.16;0.89:170.00;663.00;-271.00;0.30;-0.16;0.14:
45968:-638.00;-120.00;339.00;1.59;1.32;0.88:-807.00;-604.00;-8.00;0.07;0.16;0.94:-780.00;-623.00;115.00;0.09;-0.02;0.86:-1643.00;-568.00;228.00;0.09;0.10;0.93:-690.00;-807.00;92.00;0.11;-0.15;0.91:326.00;808.00;-419.00;0.30;-0.16;0.12:
46009:-687.00;-373.00;308.00;1.62;1.32;0.96:-671.00;-600.00;316.00;0.05;0.17;0.96:-586.00;-550.00;387.00;0.08;-0.00;0.88:-1388.00;-423.00;459.00;0.07;0.11;0.95:-468.00;-646.00;243.00;0.11;-0.14;0.93:294.00;815.00;-427.00;0.30;-0.17;0.09:
46049:-679.00;-373.00;65.00;1.66;1.30;1.06:-486.00;-349.00;160.00;0.04;0.19;0.97:-510.00;-163.00;353.00;0.07;0.01;0.89:-1400.00;50.00;440.00;0.05;0.14;0.97:-494.00;-111.00;398.00;0.09;-0.12;0.95:233.00;530.00;-113.00;0.31;-0.17;0.06:
46089:-154.00;-205.00;43.00;1.71;1.29;1.18:-259.00;274.00;501.00;0.02;0.21;0.99:-305.00;450.00;665.00;0.05;0.03;0.90:-1163.00;560.00;538.00;0.02;0.16;0.98:-209.00;206.00;315.00;0.08;-0.10;0.97:19.00;304.00;137.00;0.31;-0.19;0.03:
46129:122.00;-2.00;75.00;1.75;1.28;1.26:-144.00;387.00;323.00;0.01;0.23;0.99:-163.00;377.00;250.00;0.04;0.05;0.91:-1103.00;421.00;140.00;0.01;0.19;0.98:-127.00;183.00;50.00;0.07;-0.08;0.98:-38.00;224.00;162.00;0.32;-0.20;0.01:
46169:53.00;56.00;-132.00;1.79;1.26;1.33:80.00;167.00;9.00;0.00;0.24;1.00:92.00;266.00;13.00;0.03;0.07;0.91:-865.00;358.00;-26.00;-0.01;0.20;0.99:119.00;189.00;-87.00;0.05;-0.06;0.99:-210.00;173.00;-151.00;0.33;-0.21;-0.02:
46219:-10.00;-21.00;-315.00;1.83;1.25;1.39:205.00;0.00;-54.00;-0.01;0.26;1.01:181.00;-29.00;-113.00;0.01;0.09;0.92:-830.00;30.00;-181.00;-0.04;0.23;1.00:318.00;-173.00;-280.00;0.04;-0.04;1.01:-331.00;-95.00;-269.00;0.34;-0.16;-0.03:
46259:-763.00;-126.00;-516.00;1.88;1.23;1.47:107.00;-443.00;-459.00;-0.03;0.28;1.03:130.00;-344.00;-493.00;-0.00;0.11;0.93:-946.00;-240.00;-414.00;-0.06;0.25;1.01:143.00;-395.00;-401.00;0.02;-0.02;1.03:-121.00;663.00;-406.00;0.33;-0.17;-0.06:
46309:-357.00;-192.00;-225.00;1.92;1.21;1.53:65.00;-383.00;-227.00;-0.05;0.29;1.06:29505.00;19587.00;10549.00;2.64;-0.62;-0.46:-1056.00;187.00;79.00;-0.09;0.27;1.04:26.00;-59.00;-35.00;0.01;-0.00;1.05:112.00;-243.00;-192.00;0.33;-0.18;-0.10:
46359:-95.00;-169.00;15.00;1.96;1.96;1.59:-200.00;134.00;464.00;-0.08;0.31;1.08:-174.00;23.00;268.00;-0.03;0.14;0.98:-1279.00;108.00;145.00;-0.12;0.28;1.05:-90.00;-342.00;-79.00;-0.01;0.01;1.07:128.00;161.00;-546.00;0.31;-0.23;-0.12:
46409:-765.00;-118.00;34.00;2.00;1.98;1.61:-297.00;-523.00;-308.00;-0.08;0.31;1.09:32.00;-693.00;-772.00;-0.04;0.14;0.99:-975.00;-614.00;-697.00;-0.12;0.28;1.07:245.00;-808.00;-767.00;-0.02;0.02;1.10:-315.00;633.00;-364.00;0.31;-0.20;-0.16:
46459:-372.00;-333.00;-693.00;2.05;2.02;1.63:506.00;-403.00;-477.00;-0.10;0.32;1.13:345.00;343.00;349.00;-0.06;0.15;1.03:-696.00;856.00;548.00;-0.15;0.30;1.11:219.00;687.00;501.00;-0.03;0.03;1.13:-155.00;176.00;67.00;0.31;-0.20;-0.20:
46509:253.00;-99.00;-341.00;2.10;2.04;1.69:347.00;638.00;704.00;-0.14;0.33;1.16:368.00;596.00;478.00;-0.08;0.18;1.05:-722.00;803.00;340.00;-0.19;0.32;1.13:398.00;451.00;165.00;-0.05;0.06;1.14:-512.00;-111.00;248.00;0.33;-0.25;-0.24:
46559:259.00;31.00;-409.00;2.13;2.06;1.70:470.00;305.00;109.00;-0.15;0.34;1.18:433.00;386.00;28.00;-0.09;0.18;1.06:-705.00;670.00;30.00;-0.21;0.33;1.14:239.00;365.00;-69.00;-0.07;0.07;1.15:144.00;65.00;183.00;0.33;-0.25;-0.26:
46609:-373.00;55.00;-362.00;2.15;2.07;1.73:-126.00;339.00;-10.00;-0.18;0.35;1.19:-456.00;561.00;230.00;-0.11;0.19;1.07:-1635.00;932.00;336.00;-0.23;0.34;1.16:-521.00;487.00;229.00;-0.08;0.08;1.16:523.00;-60.00;466.00;0.35;-0.27;-0.29:
46659:222.00;310.00;622.00;2.18;2.09;1.75:-716.00;530.00;520.00;-0.19;0.36;1.20:-603.00;137.00;200.00;-0.12;0.20;1.08:-1718.00;268.00;128.00;-0.24;0.35;1.16:-381.00;-451.00;-253.00;-0.09;0.09;1.16:-139.00;155.00;-285.00;0.36;-0.32;-0.30:
46709:-521.00;-53.00;47.00;2.18;2.09;1.73:-92.00;-411.00;-349.00;-0.18;0.36;1.19:347.00;-429.00;-514.00;-0.12;0.20;1.08:-674.00;-210.00;-472.00;-0.23;0.34;1.17:457.00;-390.00;-445.00;-0.09;0.08;1.18:-221.00;25.00;-226.00;0.35;-0.33;-0.32:
46759:-205.00;-184.00;-663.00;2.19;2.11;1.71:450.00;121.00;-31.00;-0.19;0.35;1.21:159.00;496.00;294.00;-0.12;0.19;1.10:-974.00;870.00;317.00;-0.23;0.32;1.18:-65.00;498.00;271.00;-0.09;0.08;1.19:185.00;167.00;279.00;0.34;-0.34;-0.34:
46809:73.00;271.00;254.00;2.19;2.12;1.69:-398.00;333.00;188.00;-0.18;0.34;1.20:-142.00;167.00;-153.00;-0.11;0.18;1.10:-1118.00;379.00;-176.00;-0.21;0.30;1.18:-226.00;140.00;-214.00;-0.08;0.06;1.19:-173.00;-146.00;374.00;0.31;-0.36;-0.38:
46859:73.00;142.00;43.00;2.18;2.13;1.65:87.00;230.00;375.00;-0.17;0.32;1.20:565.00;105.00;232.00;-0.11;0.17;1.10:-278.00;232.00;0.00;-0.19;0.28;1.18:486.00;29.00;-49.00;-0.08;0.05;1.20:277.00;426.00;-248.00;0.29;-0.41;-0.39:
46909:-1078.00;-695.00;-1387.00;2.17;2.13;1.63:733.00;-724.00;-674.00;-0.17;0.33;1.19:631.00;-230.00;-351.00;-0.13;0.18;1.10:-416.00;162.00;-284.00;-0.22;0.30;1.18:254.00;94.00;-160.00;-0.10;0.07;1.20:350.00;427.00;204.00;0.27;-0.46;-0.40:
46959:-61.00;-28.00;-179.00;2.22;2.15;1.68:-308.00;413.00;156.00;-0.20;0.35;1.20:-549.00;698.00;606.00;-0.15;0.19;1.11:-1582.00;964.00;492.00;-0.25;0.32;1.18:-606.00;344.00;289.00;-0.12;0.09;1.20:-22.00;-57.00;143.00;0.28;-0.49;-0.42:
47009:382.00;268.00;745.00;2.23;2.15;1.68:-554.00;508.00;387.00;-0.20;0.35;1.19:-305.00;-7.00;-171.00;-0.15;0.19;1.10:-1151.00;41.00;-329.00;-0.24;0.32;1.17:-14.00;-408.00;-434.00;-0.12;0.09;1.19:-215.00;379.00;-201.00;0.29;-0.49;-0.42:
47059:-621.00;-136.00;-467.00;2.22;2.16;1.66:350.00;-567.00;-650.00;-0.20;0.35;1.19:172.00;-226.00;-312.00;-0.16;0.19;1.11:-853.00;298.00;-54.00;-0.25;0.32;1.18:-94.00;320.00;276.00;-0.13;0.09;1.21:329.00;367.00;352.00;0.29;-0.51;-0.44:
47109:-245.00;-67.00;97.00;2.25;2.17;1.69:-585.00;472.00;510.00;-0.23;0.36;1.20:-753.00;473.00;557.00;-0.17;0.21;1.12:-1779.00;636.00;395.00;-0.27;0.33;1.18:-676.00;-28.00;181.00;-0.14;0.10;1.20:86.00;87.00;-98.00;0.29;-0.54;-0.45:
47159:183.00;302.00;722.00;2.24;2.17;1.68:-556.00;365.00;137.00;-0.21;0.35;1.19:-287.00;-57.00;-252.00;-0.16;0.19;1.11:-1027.00;-182.00;-554.00;-0.24;0.30;1.18:245.00;-791.00;-845.00;-0.12;0.08;1.21:-726.00;-128.00;-1135.00;0.24;-0.40;-0.44:
47209:-702.00;84.00;-251.00;2.21;2.17;1.63:197.00;-545.00;-834.00;-0.19;0.32;1.19:125.00;-341.00;-708.00;-0.14;0.16;1.12:-598.00;89.00;-371.00;-0.19;0.25;1.19:194.00;241.00;-7.00;-0.10;0.05;1.23:852.00;-230.00;693.00;0.23;-0.39;-0.41:
47259:-421.00;-104.00;-720.00;2.22;2.18;1.62:389.00;460.00;133.00;-0.18;0.30;1.21:470.00;548.00;277.00;-0.12;0.14;1.12:-134.00;420.00;-63.00;-0.16;0.21;1.19:645.00;-134.00;-357.00;-0.08;0.03;1.23:-1558.00;-514.00;-1647.00;0.13;-0.34;-0.39:
